,CRASH REPORT NUMBER,CRASH DATE,CRASH YEAR,MONTH,DAY OF MONTH,DAY OF WEEK,TIME OF CRASH,HOUR OF CRASH,COUNTY,CRASH LOCATION (CITY OR RURAL),REPORTING AGENCY,STREET,STREET LOCATION,PRIMARY STREET,SECONDARY STREET,CRASH SEVERITY,CRASH CLASSIFICATION,CRASH ANALYSIS,HIGHEST CONTRIBUTING FACTOR TO CRASH,NUMBER OF PEOPLE IN CRASH,NUMBER OF PEOPLE KILLED,NUMBER OF PEOPLE WITH INCAPACITATING INJURIES,NUMBER OF PEOPLE WITH VISIBLE INJURIES,NUMBER OF PEOPLE WITH NON-VISIBLE INJURIES,NUMBER OF PEOPLE NOT INJURED,NUMBER OF VEHICLES INVOLVED,ALCOHOL INVOLVEMENT,DRUG INVOLVEMENT,PEDESTRIAN INVOLVEMENT,MOTORCYCLE INVOLVEMENT,PEDALCYCLE INVOLVEMENT,HEAVY TRUCK INVOLVEMENT,HAZARDOUS MATERIAL INVOLVEMENT,LIGHTING,WEATHER,HIT AND RUN CRASH,MAXIMUM VEHICLE DAMAGE,HIGHEST ENFORCEMENT ACTION,STATE HIGHWAY DEPT. PROPERTY,"ROAD SYSTEM--RURAL, URBAN, OR INTERSTATE",HIGHWAY ELEMENT,FIRST HARMFUL EVENT OCCURRED,ROAD CHARACTER,ROAD GRADE,DIRECTION OF VEHICLE WITH HIGHEST CONTRIBUTING FACTOR,DIRECTION FROM INTERSECTION,FEET FROM INTERSECTION,MILES FROM INTERSECTION,AMBULANCE NAME,UTM_X,UTM_Y,WGS_X,WGS_Y,MERGED STREETS
40,130790,3/15/94,1994,March,15,Tuesday,810,8,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,MONTCLAIRE DR SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - One Vehicle/Stopped Traffic,Driver Inattention,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,On Grade,,U,9998,0,,,,-106.599,35.0766,"LEAD AVE SE, MONTCLAIRE DR SE"
41,100637,3/16/94,1994,March,16,Wednesday,1029,10,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,ARNO ST SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Left Turn,Made Improper Turn,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.644,35.0806,"LEAD AVE SE, ARNO ST SE"
42,203280,3/22/94,1994,March,22,Tuesday,1900,19,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,MORNINGSIDE DR SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Driver Inattention,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Not Lighted,Clear,No,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,,EAST,10,0,,,,-106.6,35.077,"LEAD AVE SE, MORNINGSIDE DR SE"
43,129516,3/26/94,1994,March,26,Saturday,2115,21,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,MONTCLAIRE DR SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Other Mechanical Defect,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Not Lighted,Raining,Yes,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.599,35.0766,"LEAD AVE SE, MONTCLAIRE DR SE"
44,220296,3/26/94,1994,March,26,Saturday,2025,20,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,YALE BLVD SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Other Improper Driving,5,0,0,0,0,5,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,No,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,,EAST,20,0,,,,-106.6221,35.0775,"LEAD AVE SE, YALE BLVD SE"
45,197816,4/4/94,1994,April,4,Monday,1306,13,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,CORNELL DR SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Rear End Collision,Other Improper Driving,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Appearance,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,,EAST,100,0,,,,-106.6195,35.0773,"LEAD AVE SE, CORNELL DR SE"
46,197500,4/6/94,1994,April,6,Wednesday,1131,11,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,UNIVERSITY BLVD SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - From Opposite Direction/One Left Turn,Failed to Yield Right of Way,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6274,35.0784,"UNIVERSITY BLVD SE, LEAD AVE SE"
47,215507,4/7/94,1994,April,7,Thursday,1145,11,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,BROADWAY BLVD SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Following Too Closely,2,0,0,0,1,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6452,35.0807,"LEAD AVE SE, BROADWAY BLVD SE"
48,196252,4/9/94,1994,April,9,Saturday,1116,11,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,LOCUST ST SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/Both Going Straight,Driver Inattention,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.638,35.0798,"LEAD AVE SE, LOCUST ST SE"
49,938622,4/10/94,1994,April,10,Sunday,1557,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,DARTMOUTH DR SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Alcohol/Drug Involved,3,0,0,0,0,3,2,Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Wind,No,Disabling,BOOKED,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,,,"DARTMOUTH DR SE, LEAD AVE SE"
50,196540,4/11/94,1994,April,11,Monday,1606,16,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,CORNELL DR SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Failed to Yield Right of Way,5,0,0,0,0,5,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6195,35.0773,"LEAD AVE SE, CORNELL DR SE"
51,195375,4/12/94,1994,April,12,Tuesday,721,7,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SIERRA DR SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Failed to Yield Right of Way,3,0,0,1,1,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,AAS,,,-106.598,35.0762,"LEAD AVE SE, SIERRA DR SE"
52,144274,4/13/94,1994,April,13,Wednesday,1739,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,BROADWAY BLVD SE,LEAD AVE SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,3,0,0,0,3,0,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,On Grade,,UNKNOWN OR N/A,0,0,ALB. AMBULANCE,,,-106.6452,35.0807,"BROADWAY BLVD SE, LEAD AVE SE"
53,203064,4/15/94,1994,April,15,Friday,1750,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,MAPLE ST SE,LEAD AVE SE,Property Damage Only Crash,Parked Vehicle,Vehicle Parked in Proper Location,Alcohol/Drug Involved,2,0,0,0,0,2,2,Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Disabling,BOOKED,,Urban,NON-INTERSECTION,Off Roadway,STRAIGHT,On Grade,,NORTH,20,0,,,,,,"MAPLE ST SE, LEAD AVE SE"
54,216002,4/19/94,1994,April,19,Tuesday,1230,12,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,COLUMBIA DR SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - One Vehicle/Leave Driveway Access,Failed to Yield Right of Way,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,CITATION,,Urban,DRIVEWAY ACCESS,On Roadway,STRAIGHT,Level,,SOUTH,120,0,,,,-106.617,35.0773,"COLUMBIA DR SE, LEAD AVE SE"
55,207786,4/20/94,1994,April,20,Wednesday,1335,13,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,SECONDARY,EDITH BLVD SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Driver Inattention,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,,U,9998,0,,,,-106.6428,35.0804,"EDITH BLVD SE, LEAD AVE SE"
56,220111,4/22/94,1994,April,22,Friday,1744,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,RICHMOND DR SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Failed to Yield Right of Way,3,0,1,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,ALB EMS,,,-106.6108,35.0773,"LEAD AVE SE, RICHMOND DR SE"
57,129468,4/23/94,1994,April,23,Saturday,1530,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SPRUCE ST SE,Injury Crash,Other Vehicle,Intersection - One Left Turn/Entering At Angle,Made Improper Turn,4,0,0,0,2,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,On Grade,,UNKNOWN OR N/A,0,0,,,,-106.633,35.0791,"LEAD AVE SE, SPRUCE ST SE"
58,197362,4/28/94,1994,April,28,Thursday,2109,21,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,COLUMBIA DR SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,2,0,1,0,0,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,Yes,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.617,35.0773,"LEAD AVE SE, COLUMBIA DR SE"
59,129469,4/30/94,1994,April,30,Saturday,700,7,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,OAK ST SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6368,35.0796,"LEAD AVE SE, OAK ST SE"
60,345198,5/1/94,1994,May,1,Sunday,730,7,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,MAPLE ST SE,Injury Crash,Other Vehicle,Non-Intersection - One Vehicle/Enter Driveway Access,Following Too Closely,2,0,0,1,0,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,CITATION,,Urban,DRIVEWAY ACCESS,On Roadway,STRAIGHT,Hillcrest,,EAST,50,0,,,,-106.631,35.0788,"LEAD AVE SE, MAPLE ST SE"
61,202686,5/4/94,1994,May,4,Wednesday,1030,10,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,CEDAR ST SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Driver Inattention,4,0,0,0,0,4,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,On Grade,,EAST,20,0,,,,-106.634,35.0793,"LEAD AVE SE, CEDAR ST SE"
62,196194,5/4/94,1994,May,4,Wednesday,1529,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SW,2ND ST SW,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,2,0,0,0,1,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,ALBUQ FIRE DEPARTMENT,,,-106.6498,35.0813,"LEAD AVE SW, 2ND ST SW"
63,130754,5/5/94,1994,May,5,Thursday,1400,14,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,STANFORD DR SE,LEAD AVE SE,Property Damage Only Crash,Parked Vehicle,Vehicle Backed Into Parked Vehicle,Improper Backing,1,0,0,0,0,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Appearance,NONE,,Urban,NON-INTERSECTION,Off Roadway,STRAIGHT,Level,,SOUTH,100,0,,,,,,"STANFORD DR SE, LEAD AVE SE"
64,345128,5/6/94,1994,May,6,Friday,1723,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,GRACELAND DR SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Left Turn,Made Improper Turn,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,,,"LEAD AVE SE, GRACELAND DR SE"
65,203092,5/8/94,1994,May,8,Sunday,1943,19,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,GIRARD BLVD SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dusk,Clear,Yes,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6133,35.0773,"GIRARD BLVD SE, LEAD AVE SE"
66,129470,5/8/94,1994,May,8,Sunday,124,1,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,BUENA VISTA DR SE,Property Damage Only Crash,Parked Vehicle,Vehicle Parked in Proper Location,Excessive Speed,1,0,0,0,0,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,No,Appearance,NONE,,Urban,NON-INTERSECTION,Off Roadway,STRAIGHT,Level,,EAST,50,0,,,,-106.624,35.078,"LEAD AVE SE, BUENA VISTA DR SE"
67,129628,5/8/94,1994,May,8,Sunday,200,2,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,MESA ST SE,Property Damage Only Crash,Parked Vehicle,Vehicle Parked in Proper Location,Driver Inattention,1,0,0,0,0,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Not Lighted,Clear,Yes,Appearance,NONE,,Urban,NON-INTERSECTION,Off Roadway,STRAIGHT,Level,,U,9998,0,,,,,,"LEAD AVE SE, MESA ST SE"
68,344575,5/8/94,1994,May,8,Sunday,1513,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,UNIVERSITY BLVD SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/Both Going Straight,Drove Left Of Center,7,0,0,0,0,7,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6274,35.0784,"LEAD AVE SE, UNIVERSITY BLVD SE"
69,197262,5/8/94,1994,May,8,Sunday,100,1,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,YALE BLVD SE,Injury Crash,Parked Vehicle,Vehicle Parked in Proper Location,Driver Inattention,1,0,0,1,0,0,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Not Lighted,Clear,Yes,Appearance,CITATION,,Urban,NON-INTERSECTION,Off Roadway,CURVE,Level,,U,9998,0,,,,-106.6221,35.0775,"LEAD AVE SE, YALE BLVD SE"
70,197263,5/9/94,1994,May,9,Monday,1930,19,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,BRYN MAWR DR SE,Injury Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Driver Inattention,4,0,0,0,2,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dusk,Clear,No,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,,WEST,20,0,,,,-106.61,35.0773,"LEAD AVE SE, BRYN MAWR DR SE"
71,166367,5/11/94,1994,May,11,Wednesday,1740,17,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,SECONDARY,CARLISLE BLVD SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/Both Going Straight,Made Improper Turn,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,,SOUTH,40,0,,,,-106.6045,35.0772,"CARLISLE BLVD SE, LEAD AVE SE"
72,201998,5/11/94,1994,May,11,Wednesday,1650,16,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,SECONDARY,CORNELL DR SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - From Opposite Direction/One Left Turn,Failed to Yield Right of Way,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Raining,No,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.62,35.0773,"CORNELL DR SE, LEAD AVE SE"
73,207754,5/12/94,1994,May,12,Thursday,900,9,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,SECONDARY,GIRARD BLVD SE,LEAD AVE SE,Injury Crash,Other Vehicle,Non-Intersection - One Vehicle/Stopped Traffic,Following Too Closely,3,0,0,0,1,2,3,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Raining,No,Appearance,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,,U,9998,0,,,,-106.6133,35.0773,"GIRARD BLVD SE, LEAD AVE SE"
74,196554,5/12/94,1994,May,12,Thursday,1023,10,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,COLUMBIA DR SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,2,0,0,1,1,0,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Raining,No,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,ALBUQ AMBULANCE,,,-106.617,35.0773,"LEAD AVE SE, COLUMBIA DR SE"
75,983318,5/15/94,1994,May,15,Sunday,1749,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,R-I25/LEAD AVE-SB,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,4,0,1,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,ALBUQ AMBULANCE,,,,,"LEAD AVE SE, R-I25/LEAD AVE-SB"
76,174636,5/18/94,1994,May,18,Wednesday,2101,21,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,WASHINGTON ST SE,Property Damage Only Crash,Vehicle on Other Road,Two Vehicles Previously on Physically Divided Road,Other - No Driver Error,6,0,0,0,0,6,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,No,Appearance,CITATION,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,,WEST,100,0,,,,-106.5954,35.075,"LEAD AVE SE, WASHINGTON ST SE"
77,195895,5/24/94,1994,May,24,Tuesday,1750,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,OAK ST SE,Injury Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Disregarded Traffic Signal,2,0,0,0,1,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,,EAST,10,0,,,,-106.6368,35.0796,"LEAD AVE SE, OAK ST SE"
78,345193,5/24/94,1994,May,24,Tuesday,1545,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SPRUCE ST SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Rear End Collision,Following Too Closely,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,On Grade,,U,9998,0,,,,-106.633,35.0791,"LEAD AVE SE, SPRUCE ST SE"
79,344580,5/30/94,1994,May,30,Monday,735,7,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,OAK ST SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - One Left Turn/Entering At Angle,Failed to Yield Right of Way,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6368,35.0796,"OAK ST SE, LEAD AVE SE"
80,344502,5/30/94,1994,May,30,Monday,1946,19,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,RICHMOND DR SE,LEAD AVE SE,Property Damage Only Crash,Parked Vehicle,Vehicle Parked in Proper Location,Alcohol/Drug Involved,1,0,0,0,0,1,2,Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dawn,Clear,Yes,Disabling,NONE,,Urban,NON-INTERSECTION,Off Roadway,STRAIGHT,Level,,NORTH,50,0,,,,,,"RICHMOND DR SE, LEAD AVE SE"
81,144716,6/1/94,1994,June,1,Wednesday,230,2,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,STANFORD DR SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Alcohol/Drug Involved,3,0,0,0,0,3,2,Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,No,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6183,35.0773,"LEAD AVE SE, STANFORD DR SE"
82,215840,6/2/94,1994,June,2,Thursday,800,8,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,WELLESLEY DR SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Excessive Speed,3,0,2,0,1,0,3,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,ALB. AMBULANCE,,,-106.608,35.0773,"LEAD AVE SE, WELLESLEY DR SE"
